aaab 昌明
rebgl 跛脚
rebvu 跌破眼镜
rechp 兄友弟恭
redub 呼吸相通
ree 吸水
reecm 吸湿性
reepm 吸水性
reeyt 啜泣
refbo 叹赏
refgr 吸尘器
refwa 吸烟者
regah 吱声
rehbt 吸血
rehhj 民康物阜
rehjr 吸管
rehkm 嘻皮笑脸
rehti 吸血鬼
rehyt 吸盘
reioo 口腹之欲
reiop 口腹之慾
reivr 叹词
rejb 口湖
rejof 吃饭家伙
reks 吸力
relhh 民权初步
remae 吹皱一池春水
rembk 鸣鼓而攻
remgn 吸到
rend 跛子
renl 吸引
renlg 吸引住
renli 吸附
renlo 吸引人
renls 吸引力
renvo 啜饮
reo 吸入
reoiv 吸食
reojk 唆使
reomn 吸气
reoog 踏破铁鞋
reoor 吸铁石
reouy 踏破铁鞋无觅处
reoyg 吸住
repbe 口服心服
repfe 口服心不服
repju 叹惋
repmf 咏怀
repta 叹惜
reqmy 吸毒
rerdm 吱喳
rere 咏叹
reriu 吸吮
rerje 吱吱
rermb 嗫嚅
rermh 嗳呀
rermm 吱吱喳喳
rermo 跛踬
rerrr 呼吸器官
reryo 跛足
reryo 蹑足
resje 吸取
retyy 吸菸
reull 跋履山川
revlk 吸收
revmb 吸纳
rewgp 吸墨纸
reygk 民权主义
reylh 踱步
reysh 踱方步
rfafh 踪影
rfaht 器小易盈
rfdv 口粮
rfecb 哈尔滨市
rfgvl 民不堪命
rfhhj 民熙物阜
rfhok 哑然失笑
rfios 吹灰之力
rfjuo 吃不完兜着走
rfmbe 喟然而叹
rfmhk 咬紧牙关
rfmhv 咬紧牙根
rfmuh 哑然无声
rfpoe 喟然长叹
rfqgv 叩源推委
rfqqr 口不择言
rfqro 路不拾遗
rfr 噤口
rfral 啾唧
rfrhf 啾啾
rfseh 足不履影
rfslm 民不聊生
rfuus 足不出户
rfvpm 跃然纸上
rfwvp 民不畏死
rfyfr 骂不还口
rfyru 嘹亮
rfyyc 踪迹
rgcrm 跌至谷底
rgcrq 吐谷浑
rgduv 趾踵相接
rgebm 吐泻
rgebu 民主潮流
rgedj 吐沫
rghbt 吐血
rghhp 唯物论
rghqh 唯物
rgimg 呈准
rgirr 唯唯诺诺
rgivb 呈请
rgivi 踵谢
rgivr 唯诺
rgjbk 呈献
rgjuk 民主宪政
rgkb 唯有
rgkff 吐痰
rgkhi 唯独
rgkhk 哄堂大笑
rgkrk 哇哇大哭
rglis 踵门
rglsu 呈阅
rgm 唯一
rgmbr 呈露
rgmbr 吐露
rgmgu 呈现
rgmkm 民主政体
rgmkr 民主政治
rgmnp 唯恐
rgmrr 唯唯否否
rgmuu 呈现出
rgomn 吐气
rgosn 民主作风
rgp 唯心
rgpip 唯心论
rgqcy 吃里扒外
rgqlm 民惟邦本
rgqse 呈报
rgqyv 踵接
rgrgg 哇哇
rgrgl 哇哇叫
rgrgt 吱哩哇啦
rgrna 哩噜
rgrog 唯唯
rgrra 叽哩咕噜
rgryb 喔唷
rgtgk 唯美
rgthw 吐蕃
rgtre 吐苦水
rguu 吐出
rguut 吐出来
rgvfh 唯妙
rgvmb 吐纳
rgvmr 呈给
rgwii 哩哩罗罗
rgwio 民主国家
rgych 呈递
rgyck 呈交
rgygk 民主主义
rgyk 呈文
rgyln 吐剂
rgym 呈上
rgysm 民主方式
rgytk 呈送
rhar 口香糖
rhbgl 踢脚
rhdee 踢皮球
rhfmu 叨光
rhgut 吵起来
rhhqd 踢毽子
rhjr 口舌
rhknd 吵杂
rhkrd 吵架
rhlbb 吵吵闹闹
rhlku 唯物史观
rhlsb 吵闹
rhluw 兄弟阋墙
rhmge 踢球
rhmgn 踢到
rhmib 响彻云霄
rhmio 蹄形磁铁
rhmt 踢开
rhnk 口风
rhom 口径
rhomn 踢倒
rhomr 吻合
rhop 口德
rhosd 唱沙作米
rhphu 咬牙切齿
rhprr 兄弟怡怡
rhqiu 叨扰
rhraq 踢踏舞
rhrep 咳声叹息
rhrgb 唯妙唯肖
rhrkh 吠声吠影
rhrkh 吠影吠声
rhrnb 呲牙咧嘴
rhrnn 嗲声嗲气
rhroi 吩咐
rhrts 叨唠
rhryb 吵嘴
rhryv 吵嚷
rhtvb 呼声甚高
rhtvl 路易斯安那
rhuk 口臭
rhull 跋涉山川
rhvff 叨叨絮絮
rhyjr 口才辨给
riben 口蜜腹剑
ribkf 虽然
ribon 虽则
ridyg 导柱
riejc 导演
riemf 导源
rieyd 导游
rifjf 导火索
rifvj 导火线
rifw 口福
rihbr 导向
rihhk 嗤笑
rihjr 嚼舌
rihjr 导管
rihrv 嚼舌根
rihyn 导航
riivk 导读
riivp 导论
riivu 虽说
rikii 唯我独尊
rilia 嚼蜡
rillb 导师
rilum 导电性
rilwu 导电
rimfn 踟蹰不前
rimgk 导致
rimlc 别树一帜
rimyi 蹲下去
rimyt 蹲下来
rinbi 唱独角戏
rinl 导引
rio 导入
riodm 导体
ripqe 口传心授
riqhw 导播
riqif 导热
rirav 吆喝
rirgs 喷云吐雾
rirma 踌躇
rirqt 嘎啦
rise 导尿
riser 导尿管
ritlr 吃得苦中苦
riuu 导出
rivb 口诵
rivk 口诀
rivm 口试
rivmj 导线
rivq 口译
rivr 口语
rivru 号令如山
riybh 跳蚤市场
riymr 导言
riyui 导盲砖
rjbie 叶脉
rjbkf 哗然
rjcir 叶公超
rjdco 口沫横飞
rjdei 叶树
rjdmb 叶柄
rjdui 口耳相传
rjduo 口耳相承
rjemw 啤酒
rjfk 叶尖
rjhjr 叶舌
rjifs 践祚
rjime 践冰
rjip 口惠
rjivr 践诺
rjjmw 唾沫直咽
rjjqu 口碑载道
rjlis 叶门
rjlll 叶片
rjmwe 叶酸
rjnd 叶子
rjnls 践阼
rjnnn 哔哔剥剥
rjoom 叶丛
rjrhn 哔叽
rjrjh 哔哔声
rjrkm 另辟蹊径
rjrma 践踏
rjrmm 啐啐喳喳
rjrmr 跸路
rjrnn 哗喇喇
rjroj 哗哗
rjrqt 哗啦
rjshe 践履
rjtmm 叶兰
rjvef 叶绿素
rjvem 叶绿体
rjvmi 践约
rjyk 口实
rjymr 践言
rka 吠日
rkbkf 跃然
rkcom 跃跃欲试
rkeim 吴淞江
rkeyh 跋涉
rkeyt 哭泣
rkfbu 嗅觉
rkff 喉炎
rkfmc 吴兴
rkfur 嗅觉器
rkgah 哭声
rkgah 吠声
rkgou 跃起
rkgou 唤起
rkgut 哭起来
rkhdj 喉科
rkhdr 吹奏乐器
rkhib 嗷嗷待哺
rkhjr 喉管
rkhjr 喉舌
rkhne 吴凤
rkhom 蹊径
rkhri 嘴尖舌薄
rkhsu 跋扈
rkht 跃升
rkhuk 民族自决
rkhxh 跃身
rkier 踊跃发言
rkipo 品头论足
rkivy 哭诉
rkjcs 哭穷
rkjmo 咬定
rkjnd 咬字
rkkud 虽败犹荣
rklef 咬紧
rklsb 哭闹
rklwl 听天由命
rkmfi 哭笑不得
rkmg 吴王
rkmgm 民族至上
rkmgn 嗅到
rkmhm 民族形式
rkmis 跃动
rkmrj 咬碎
rkmvh 咬牙
rkmwm 唤醒
rkmy 咬下
rknmp 喉急
rknvm 跃马
rkond 吴佩孚
rkoyg 咬住
rkpay 啼笑皆非
rkpjm 口快心直
rkqer 口头报告
rkqud 呼天抢地
rkrbb 哭哭啼啼
rkrid 咬文嚼字
rkrip 喉咙
rkrir 哭喊
rkrkd 啼天哭地
rkrld 呼天叩地
rkrld 呼天叫地
rkrmc 咿哑
rkrmh 哎呀
rkrmr 咿唔
rkrms 哭号
rkrmu 蹊跷
rkrod 噢咻
rkrrd 嚎天喊地
rkrvi 哎哟
rkrvl 哭叫
rkrvl 吠叫
rkrwk 哽咽
rksjd 咬耳朵
rksjr 跃居
rktdv 咬菜根
rktjl 民族革命
rktkg 民族英雄
rkuu 嗅出
rkuu 哭出
rkuut 哭出来
rkvmr 喉结
rkvpm 嘻笑怒骂
rkvum 民族统一
rkvwo 啼笑姻缘
rkwr 唤回
rkydi 跃过
rkygk 唯美主义
rkygk 民族主义
rkyis 民族运动
rkyk 跋文
rkyk 喉头
rkykp 民族文化
rkylm 吴郭鱼
rkypc 民族意识
rkyta 喉音
rkytt 跃进
rlaol 唯命是听
rlaoo 唯命是从
rlbhu 鄙见
rlbhu 听见
rlbhu 叩见
rlbun 听见了
rlbym 听写
rlc 哪儿
rldt 听来
rldtq 哪样
rlei 听戏
rlfbu 听觉
rlgah 啸声
rlgah 叫声
rlgcv 斲丧
rlgou 叫起
rlgou 听起
rlgut 听起来
rlgut 叫起来
rlham 郢中白雪
rlhbr 唧筒
rlhbr 听筒
rlhhk 鄙笑
rlhig 听得懂
rlhoi 听得
rlhqj 叩拜
rlhxh 跻身
rlifm 叩应
rlifu 鄙视
rlihr 听诊器
rlimi 听证会
rliog 叫座
rlivd 听课
rlivh 听诊
rlivi 听讼
rlivi 叩谢
rlivm 听证
rlivr 鄙语
rlivr 听话
rlivt 听讲
rlivu 听说
rljka 听者
rljll 听审
rljln 鄙事
rljln 听事
rljmu 听完
rljnk 叫卖
rlkn 鄙夷
rlks 听力
rllis 叫门
rllis 叩门
rlllj 叫牌
rllsd 哪门子
rllsj 听闻
rlmbi 呼啸而过
rlmfu 听不见
rlmgn 叫到
rlmgn 听到
rlmwm 叫醒
rlmyi 听下去
rlnlj 听障
rlnlq 叫阵
rlnlv 鄙陋
rlo 鄙人
rlocr 鄙俗
rlogn 听凭
rlohg 听任
rlojk 叫做
rlol 哪个
rlolk 听候
rlomk 听便
rloml 听命
rloo 听从
rlooo 听众
rloos 叫作
rlop 叫化
rlopa 听错
rlopd 叫化子
rlopn 吃斋念佛
rloyg 叫住
rloyr 听信
rlpha 哪怕
rlpmf 鄙怀
rlpwo 听惯
rlqo 鄙夫
rlrgk 吸新吐故
rlrhp 哪吒
rlrir 嘶喊
rlrir 叫喊
rlrjl 嘟嘟
rlrjv 嘟囔
rlrmc 嘶哑
rlrmi 踯躅
rlrms 叫号
rlrnk 叫唤
rlron 呻吟
rlrrm 叫骂
rlrrr 叫嚣
rlrrr 唧唧咕咕
rlrvl 嘶叫
rlryv 嘟嚷
rlryv 叫嚷
rlseo 啸聚
rlsje 听取
rlsuu 叫屈
rltei 鄙薄
rlthu 叩首
rltjr 叫苦
rltk 叩关
rltke 噬脐莫及
rltpd 叫花子
rltqm 听差
rluu 叫出
rluu 听出
rluut 听出来
rluut 叫出来
rlvnd 叫好
rlwg 哪里
rlyhl 鄙近
rlyit 鄙弃
rlyk 叩头
rlykr 鄙吝
rlymr 鄙言
rlypm 哪些
rlytp 鄙意
rlytu 听道
rmajr 民生日窘
rmbbb 趾骨
rmbfm 喧腾
rmbhe 唾腺
rmbni 鸣冤
rmc 鸣金
rmdel 别生枝节
rmdou 鸣枪
rmdtv 嗟来食
rmduv 踵武相接
rmduv 踵趾相接
rmedj 唾沫
rmeyk 唾液
rmgn 口琴
rmgn 口到
rmgsj 唱空城计
rmgut 骂起来
rmhfd 嗟乎
rmhlw 鸣笛
rmhne 鸣凤
rmhon 骂街
rmhpi 吮疽舐痔
rmibk 民生凋敝
rmisd 咳唾成珠
rmivi 鸣谢
rmiwn 员工福利
rmlro 民生问题
rmlsb 喧闹
rmlsc 喧阗
rmmfj 鸣不平
rmmgn 鸣琴
rmmk 喧天
rmmwl 唾面
rmo 骂人
rmopn 鸣锣
rmosb 吓阻作用
rmoyb 鸣禽
rmppk 口直心快
rmq 唾手
rmqiu 喧扰
rmrbi 咀嚼
rmrcm 嗡嗡
rmre 嗟叹
rmrhd 呜呼
rmrj 口碑
rmrly 吗啡
rmrmh 嗡嗡声
rmrmi 呜呜的
rmrml 嗡嗡叫
rmrmp 蹉跎
rmrnp 另当别论
rmroj 喧哗
rmrrm 唾骂
rmrrn 咀咒
rmrrr 喧嚣
rmrvl 鸣叫
rmrwk 呜咽
rmryv 喧嚷
rmtjk 鸣鞭
rmvvm 鹭鸶
rmwl 趾甲
rmycc 鸣銮
rmygk 民生主义
rmyit 唾弃
rmysk 鸣放
rmysw 另一方面
rnaoe 唯利是求
rnaow 唯利是图
rnbg 口角
rnbuc 口沸目赤
rnd 口子
rndtq 别样
rne 吃水
rneem 嘲讽漫骂
rneyd 吟游
rnfmm 叮叮当当
rnfob 吃火锅
rnfsm 叮当
rngah 吭声
rngi 吃去
rngov 踰越
rngut 吃起来
rnhai 别的
rnhda 吃香
rnhey 别处
rnhib 吃得消
rnhiu 吃得起
rnhjg 吃重
rnhjr 别管
rnhni 跑了和尚跑不了寺
rnhoi 吃得
rniki 喻为
rnivb 吟诵
rnivm 咒诅
rnivr 呓语
rnivr 咒语
rniyi 民事诉讼
rnjbk 吃宵夜
rnjln 吁咈都俞
rnjmg 别室
rnjmu 吃完
rnjnd 别字
rnjrr 吃官司
rnjvd 吃案
rnkfd 哈佛大学
rnkhp 吃瘪
rnks 吃力
rnlef 吃紧
rnlfm 吃螺丝
rnmbr 鸣琴而治
rnmfb 吃不消
rnmfb 鄙夷不屑
rnmfi 吃不得
rnmfn 吃不了
rnmft 吃不开
rnmgn 吃到
rnmja 吃干醋
rnmms 吃亏
rnmro 吓了一跳
rnmt 咧开
rnmtb 吃豆腐
rnmtb 吟风弄月
rnmwa 吃醋
rnmy 吃下
rnmyi 吃下去
rnnir 别名
rnnve 吃饭
rnnvr 别馆
rnnvu 吃饱
rno 吃人
rno 别人
rnoai 吃错药
rnodm 别体
rnoiv 吃食
rnoks 踰矩
rnomn 吭气
rnooe 踢到铁板
rnopj 别针
rnopj 吃钱
rnoqi 别传
rnpyf 吃惊
rnqao 别提
rnqmf 吃素
rnqng 别扭
rnqos 跌打损伤
rnqyj 吃掉
rnqyk 吃排头
rnraa 哼唱
rnraa 吟唱
rnrc 喇叭
rnrck 喇嘛教
rnrcp 喇叭花
rnrcq 喇叭手
rnrcq 喇叭裤
rnrhi 吟哦
rnric 喇嘛
rnrie 吟咏
rnrjf 哆嗦
rnrjn 叮咛
rnrjr 叽咕
rnrkb 呼风唤雨
rnrll 哼哼唧唧
rnrmm 叽叽喳喳
rnrms 别号
rnrrm 咒骂
rnrrr 叽叽咕咕
rnrsb 叮嘱
rnrsy 啼饥号寒
rnrvv 吃吃喝喝
rnryb 咧嘴
rntaj 吃草
rntc 别业
rntjr 吃苦
rntod 吃茶
rntrk 吃苦头
rntwk 别苗头
rnvma 别绪
rnwmi 吃鸭蛋
rnwng 别墅
rnykl 吃斋
rnym 吃上
rnyub 别离
robbb 颚骨
robcu 跳脱
robgl 跳脚
robhu 足见
robsg 民众服务社
roc 足金
rocou 呼之欲出
rodd 员林
roddc 员林镇
rodfv 跳楼
rodhe 跳板
rodhn 跳机
rodpm 啄木鸟
rodta 跳槽
rodtc 跳棋
roduv 踵足相接
roe 跳水
roe 喷水
roecd 跳梁
roede 喷漆
roeed 喷水池
roeif 吹法螺
roeii 跳蚤
roeoy 跳海
roetg 喷灌
rof 喷火
rofdr 吹糖
rofu 喷火山
rogbc 喷壶
rogeq 吹鼓手
roggw 跳墙
rogi 吹去
rogmi 足坛
rogou 吹起
rogov 跳越
rohae 喷泉
rohbr 吹向
rohbt 咳血
rohdu 跳箱
rohfd 啧啧称好
rohfr 啧啧称奇
rohhi 喷射
rohin 喷射机
rohjg 距人千里
rohjr 吹管
rohll 吹箫
rohll 郢人斤斧
rohll 郢人斤斫
rohlw 吹笛
rohnk 吹风
rohnn 吹风机
rohon 跳行
rohpl 足印
rohq 吹牛
rohqe 吹牛皮
rohrn 品质管制
rohsd 跳房子
rohtn 吹箭
rohyr 跳船
roifl 跳神
roihm 足底
roii 口令
roimu 呼之或出
roipv 吹袭
roir 跳台
roive 喷发
rojkb 民众教育
rojmr 跌宕
rojro 员额
rojro 足额
rojto 足赛
rojyo 另楚寒巫
rokdn 只欠东风
rokf 吹灰
rokff 咳痰
roknq 足癣
rokrm 足尺加二
rokrr 跳加官
rolis 喷门
rolwu 跳电
rom 员工
rombs 喷雾
romeh 足球场
romeo 足球队
romeo 足球赛
romgb 吃人不吐骨
romge 足球
romhv 咬定牙根
romis 跳动
romis 吹动
romn 口气
romnk 吃软不吃硬
romnp 跌死
romre 跌破
romrj 跌碎
romrt 跳豆
romsr 喷雾器
romt 跳开
romwf 跳票
romy 跳下
romy 跌下
romy 足下
romyi 跳下去
ronau 足色
roncj 吹弹
rongd 呱呱坠地
roniy 员外
ronve 喷饭
ronvm 跳马
roo 跌入
roofj 跳伞
rooiv 啄食
roomn 跌倒
roomn 吹倒
roomn 喷气
roomn 吹气
roone 跌停板
roonu 喷气孔
rooog 趺坐
roool 跌价
rootq 跳舞
rooyn 跌停
rop 足心
ropar 路人皆知
roply 口是心非
roprn 足够
roptw 口是心苗
ropv 口袋
roqgg 跌跌撞撞
roqi 口传
roqkk 吹奏
roqln 吹拂
roqmv 跳表
roqqq 吹捧
ror 喷口
rordo 咳嗽
rorg 喷吐
rorgc 噗哧
rorho 呱呱
rorjo 喷嚏
rormk 跌跤
rormk 跳跃
rormv 跳踉
rormv 足跟
rornc 吹喇叭
rorob 唢呐
rorol 呱呱叫
rorpu 嚎啕
rorqo 啧啧
rorrb 吹口哨
rorvl 嚎叫
roryb 噘嘴
roryb 喷嘴
roryc 吹嘘
roryo 跌足
roryo 足足
rotc 口供
rotcp 足恭
roteh 跌荡
roter 跌落
rotkr 员警
rou 员山
rouni 足岁
rouu 跳出
rouu 吹出
rouu 喷出
rouut 喷出来
rouut 跳出来
rovio 足以
rovme 跳级
rovmu 跳绳
rovol 嗤之以鼻
rovrl 嗜之如命
rowgm 喷墨式
royck 跌交
roydi 跳过
royk 噱头
roym 跳上
roymu 跳远
royr 口信
royrb 跳高
royrl 足部
roytt 跳进
roytt 跌进
roytt 吹进
royyc 足迹
rpboj 民贼
rpbq 民用
rpde 民权
rpdk 口快
rpdni 喘息机会
rpdnk 民意机关
rpegi 民法
rpeir 民治
rpenm 民意测验
rpenm 民怨沸腾
rpest 呕心沥血
rpett 叩心泣血
rpfbu 民党
rpgah 民声
rphbb 民心向背
rphni 叱吒风云
rphnk 民风
rphnn 民航机
rphns 民航局
rphqm 民生
rphss 民房
rphyn 民航
rphyr 民船
rpibm 民意调查
rpigu 民社党
rpivu 民谣
rpjhp 民宅
rpjln 民事
rpjmo 民家
rpkb 民有
rpkci 另想办法
rpks 民力
rplku 唯心史观
rplsa 民间
rplsh 民初
rpmfu 唯恐天下不乱
rpmjo 只此一家
rpmks 民政局
rpmmk 民政
rpmro 民歌
rpnlp 民隐
rpnls 民防
rpnup 民怨
rpocr 民俗
rpoiy 吊民伐罪
rpomc 民兵
rpomn 噫气
rpomn 民气
rpooo 民众
rpopv 民意代表
rpora 民智
rpp 民心
rpphm 民性
rppjo 民愤
rppqb 民情
rpqmo 叱责
rprhp 叱吒
rprip 吹花嚼蕊
rprjb 呢喃
rptbr 民营
rptkr 民警
rpvmj 呢绒
rpwdh 民团
rpwmi 民国
rpyg 民主
rpygp 民主化
rpygu 民主党
rpygw 民主国
rpyhu 民选
rpykm 民族性
rpymi 民运
rpyrd 民享
rpysk 民族
rpytp 民意
rpytu 民进党
rqje 口技
rqkmg 吹牛大王
rqmre 唾手可取
rqmri 唾手可得
rqrbb 吴牛喘月
rqrel 蹑手蹑脚
rquu 口拙
rqyfk 只手遮天
rrahg 路易士
rrahl 路易斯
rramg 器量
rrarh 跌宕昭彰
rraur 哈巴狗
rrbcu 品脱
rrbhu 品貌
rrbmc 器具
rrbmv 哈腰
rrbni 喊冤
rrbof 路祭
rrbpr 口若悬河
rrbt 器皿
rrbu 品目
rrddh 器材
rrdem 呆若木鸡
rrdhe 响板
rrdhr 品格
rrdit 器械
rrdmf 路标
rreyu 品流
rrfb 口哨
rrfbd 品学
rrfbi 品尝
rrfdk 品类
rrfmm 响当当
rrfmn 路灯
rrfqu 跆拳道
rrfvk 路数
rrgah 响声
rrghh 口口声声
rrgou 响起
rrgpd 路地
rrgut 响起来
rrh 路竹
rrhbt 咯血
rrhdg 路程
rrhdl 品种
rrhed 路条
rrhhk 嘻笑
rrhhl 哄抬物价
rrhje 路段
rrhjg 器重
rrhjo 品质
rrhjr 品管
rrhmr 嗣后
rrhmy 呵斥
rrhnm 器官移植
rrhoh 响彻
rrhom 路径
rrhon 品行
rrhop 路德
rrhop 品德
rrhqh 器物
rrhsb 路肩
rrhvd 器乐
rrifm 响应
rrite 器度
rrite 响度
rrivc 器识
rrivj 品评
rrivr 喊话
rriwa 路加福音
rrjcs 喊穷
rrjd 口味
rrjd 吕宋
rrjfe 吹垢索瘢
rrjmd 器宇
rrjpu 哈密
rrjrr 器官
rrjuo 哈密瓜
rrjyj 噤若寒蝉
rrkhk 哈哈大笑
rrkhk 呵呵大笑
rrkqn 路轨
rrksr 路加
rrl 路中
rrlit 品监
rrllj 品牌
rrllr 只言片语
rrlno 路费
rrmfo 叫苦不迭
rrmis 吃苦耐劳
rrmmi 哼哈二将
rrmnl 哈瓦那
rrms 口号
rrmur 哑口无言
rrmwl 路面
rrmwm 喊醒
rrnd 路子
rrnd 嗣子
rrnfc 哈尔滨
rrngr 躁言丑句
rrnir 品名
rrnlj 路障
rrnlo 路队
rrnno 嗣承
rrno 哈欠
rrno 呵欠
rrnpo 嚣张
rrnvm 响马
rro 路人
rroln 哈佛
rromn 哈气
rron 口吃
rrool 喊价
rroqp 民和年稔
rrorf 叶落知秋
rrosr 咯咯作响
rroyg 喊住
rroyt 嗣位
rroyt 品位
rrph 口吻
rrphm 品性
rrqis 呵护
rrqmo 呵责
rrqti 喀拉蚩
rrr 路口
rrrgr 嘻嘻
rrrgt 咽苦吐甘
rrrhr 咯咯
rrrhv 咕哝
rrrhy 咕咚
rrria 味如嚼蜡
rrrjd 品味
rrrje 咯吱
rrrly 咖啡
rrrmh 啊呀
rrrmi 踟蹰
rrrmo 跏趺
rrrmr 呵呵
rrrna 咕噜
rrrnm 响叮当
rrror 啊哈
rrror 哈哈
rrrrr 嘻嘻哈哈
rrrru 哈哈镜
rrrvl 喊叫
rrrwg 咖哩
rrryb 啊唷
rrryf 咖啡杯
rrryg 咖啡屋
rrryg 咖啡室
rrryn 咖啡厅
rrryr 咖啡店
rrryr 咖啡馆
rrryt 咖啡豆
rrryu 咖啡色
rrryw 咖啡因
rrssr 路局
rrsup 响尾蛇
rrtc 嗣业
rrtcg 路基
rrtcm 只知其一，不知其二
rrtcm 只知其一，未知其二
rrtkr 路警
rrtnr 品茗
rrtod 品茶
rruu 喊出
rrvme 品级
rrvmg 哈维
rrvmj 路线
rrvmm 品红
rrwli 哈罗
rrybs 路旁
rrydi 路过
rryk 哈达
rryks 路边
rrym 路上
rryod 路途
rryqk 叫苦连天
rryru 响亮
rrysg 路透社
rrysg 路边摊
rryth 嗣产
rsa 另日
rsbhy 民穷财尽
rsbwi 勋爵
rsdtm 跨栏
rseoy 跨海
rsfbu 跨党
rsfdk 另类
rsfmn 号灯
rsfvk 号数
rsgov 跨越
rsgp 号志
rshbr 号筒
rshbt 呕血
rshdf 号称
rshjr 咋舌
rshon 跨行
rshon 另行
rshue 蹈矩循擭
rsiki 号为
rsivk 另议
rskb 另有
rsmid 吃力不讨好
rsmmn 号码机
rsmrm 号码
rsnbg 号角
rsnbh 号角声
rsnd 号子
rsniy 另外
rsniy 号外
rsnvm 跨马
rsocg 唱作俱佳
rsoii 号令
rsoin 距今
rsomc 号兵
rsomn 呕气
rsoq 跨年
rsp 呕心
rsq 号手
rsrg 呕吐
rsrgh 呕吐物
rsrhh 唠唠叨叨
rsrpu 号啕
rsrrk 号哭
rsrsh 唠叨
rssh 跨刀
rsshr 号召
rstfu 郢书燕说
rsuu 跨出
rswmi 跨国
rsylh 跨步
rsysw 另方面
rsyta 号音
rsytj 勋章
rsyub 距离
rthmw 别开生面
rthrk 足趼舌敝
rtlss 另立门户
rtmvh 嗑牙
rtnoo 啦啦队长
rtoyg 噎住
rtptr 嘴甜心苦
rtrto 啦啦队
rtrui 跑来跑去
rubdu 跪乳
rubyv 跑腿
ruche 兄肥弟瘦
rucjb 跑单帮
rucnh 兄弟
rudt 跑来
ruebl 口齿清晰
rueeg 品貌双全
ruehe 跋山涉水
ruehl 跋山涉川
rueur 吹毛洗垢
rufbg 跑堂
rufgn 跳出火坑
rufsg 另起炉灶
rugah 吼声
rugi 跑去
rugpd 跪地
ruhdg 跑程
ruhhm 民胞物与
ruhoi 跑得
ruhqj 跪拜
ruhul 呛鼻
ruhup 跋扈自恣
ruiee 吹毛求瑕
ruiep 吹毛求疵
ruiig 跑垒
ruipi 跑龙套
ruir 吧台
ruir 兄台
ruird 跑台子
ruivd 跷课
rujfe 吹毛索瘢
rujfp 吹毛索疵
rujfr 吹毛索垢
rujmo 咱家
rujmo 跷家
rujyj 邑宰
rukq 跑车
rukrk 嚎啕大哭
rukrk 号啕大哭
rulll 跑片
rumfb 口齿不清
rumfj 跑不掉
rumfj 路见不平
rumfn 跑不了
rumfs 跑不动
rumgn 跪到
rumgn 跑到
rumj 口岸
rumpg 跋扈恣睢
rumsh 哺乳动物
rumt 跑开
rumun 口说无凭
rumus 路见不平拔刀相助
rumy 跪下
runmh 跑马场
runus 黾勉
runvm 跑马
ruo 唬人
ruo 邑人
ruoin 口齿伶俐
ruols 咱们
ruomn 跪倒
ruoms 路遥知马力
ruoop 路遥知马力日久见人心
ruoyg 唬住
ruoyt 吨位
rupgn 咄咄怪事
rupjv 别出心裁
rupo 兄长
ruqqr 口无择言
ruqyj 跑掉
rurcq 哑巴吃黄莲
rurjd 咆哮
rurkh 呼兄唤弟
rurll 咆啸
rurmo 跑跳
rurmr 跑路
rurne 吮吸
ruroo 跑跑跳跳
rurue 跷跷板
rurvl 吼叫
rurvo 吃饱喝足
rutjg 跑鞋
rutre 跑警报
ruuu 跑出
ruuut 跑出来
ruv 吧女
ruvhe 兄嫂
ruvjd 兄妹
ruyfm 口无遮拦
ruyhb 跑遍
ruyii 跑过去
ruyit 跑过来
ruyjd 跷辫子
ruylh 跑步
ruylj 跑新闻
ruytu 跑道
ruyuq 别无选择
ruywo 咄咄逼人
rvbd 喝采
rvbdh 喝彩
rvbry 吴越同舟
rvdt 跟来
rvdui 另眼相待
rvduu 另眼相看
rve 喝水
rvemw 喝酒
rvhbq 踵接肩摩
rvhhj 民安物阜
rvhim 跟得上
rvhmy 喝斥
rvhui 另眼看待
rvjmu 喝完
rvkor 吴侬软语
rvmfm 跟不上
rvmgg 跟班
rvmm 口红
rvmud 吃喝玩乐
rvmwj 喝醉
rvnlb 跟随
rvoii 喝令
rvoiv 喂食
rvonh 喝倒彩
rvoo 跟从
rvoyg 喝住
rvrjn 嘤咛
rvrmf 跟踪
rvrmu 踉跄
rvroc 足食足兵
rvrov 足衣足食
rvruu 踉踉跄跄
rvtbn 跟前
rvtod 喝茶
rvtol 喂养
rvtqu 跟着
rvtum 哭丧着脸
rvvfa 吃喝嫖赌
rvvmr 喂给
rvvns 喂奶
rvwli 喽罗
rvyk 跟头
rvym 跟上
rvym 喝上
rvytt 跟进
rwhhk 哂笑
rwhuj 唾面自干
rwlj 口罩
rwlpn 喝西北风
rwmfj 口福不浅
rwmy 咽下
rwomc 跨国企业
rwomn 咽气
rwqmm 哈雷彗星
rwrok 咽喉
rwyk 咽头
rxeoy 蹈海
rxipv 蹈袭
rxqoq 足蹈手舞
rygmf 吓坏
ryic 口述
ryivs 吓诈
ryjj 口辩
ryjkp 吓老
ryk 口头
rykj 口头禅
rykr 口头语
rylre 嘘寒问暖
rymfn 吓不了
rymnp 吓死
rymro 吓一跳
rymu 口齿
rynlm 吓阻
rynro 吴下阿蒙
ryo 吓人
ryomn 吓倒
ryoyg 吓住
ryrhy 咚咚
ryrmu 吓跑
ryryu 吓唬
ryta 口音
saboe 屠贩
safju 屠烧
sagis 屠城
sagnh 屠场
